Movie Name,Actor Name
And When Did You Last See Your Father?,Jim Broadbent
And When Did You Last See Your Father?,Colin Firth
And When Did You Last See Your Father?,Juliet Stevenson
And When Did You Last See Your Father?,Carey Mulligan
Brick,Joseph Gordon-Levitt
Brick,Lukas Haas
Brick,Meagan Good
Brick,Richard Roundtree
Brick,Emilie de Ravin
Ten Things I Hate About You,Heath Ledger
Ten Things I Hate About You,Julia Stiles
Ten Things I Hate About You,Joseph Gordon-Levitt
Ten Things I Hate About You,Larisa Oleynik
Ten Things I Hate About You,David Krumholtz
Steppin: The Movie,Anthony Anderson
Steppin: The Movie,James Avery
Steppin: The Movie,Antwon Tanner
Steppin: The Movie,Mo'Nique
Steppin: The Movie,"Miguel A. Núñez, Jr."
The Five-Year Engagement,Jason Segel
The Five-Year Engagement,Emily Blunt
The Five-Year Engagement,Chris Pratt
The Five-Year Engagement,Alison Brie
The Five-Year Engagement,Lauren Weedman
Married Life,Pierce Brosnan
Married Life,Patricia Clarkson
Married Life,Rachel McAdams
Married Life,Chris Cooper
Married Life,David Wenham
Walk the Line,Joaquin Phoenix
Walk the Line,Reese Witherspoon
Walk the Line,Ginnifer Goodwin
Walk the Line,Robert Patrick
Walk the Line,Dallas Roberts
Sorority Row,Briana Evigan
Sorority Row,Leah Pipes
Sorority Row,Rumer Willis
Sorority Row,Jamie Chung
Sorority Row,Audrina Patridge
"The Twilight Saga: Breaking Dawn, Part 1",Kristen Stewart
"The Twilight Saga: Breaking Dawn, Part 1",Robert Pattinson
"The Twilight Saga: Breaking Dawn, Part 1",Taylor Lautner
"The Twilight Saga: Breaking Dawn, Part 1",Billy Burke
"The Twilight Saga: Breaking Dawn, Part 1",Peter Facinelli
Don't Say a Word,Michael Douglas
Don't Say a Word,Lorli Villanueva
Don't Say a Word,Brittany Murphy
Don't Say a Word,Famke Janssen
Don't Say a Word,Sean Bean
Head of State,Chris Rock
Head of State,Bernie Mac
Head of State,Dylan Baker
Head of State,Jude Ciccolella
Head of State,Robin Givens
On Deadly Ground,Billy Bob Thornton
On Deadly Ground,Steven Seagal
On Deadly Ground,John C. McGinley
On Deadly Ground,Michael Caine
On Deadly Ground,R. Lee Ermey
Windtalkers,Nicolas Cage
Windtalkers,Adam Beach
Windtalkers,Peter Stormare
Windtalkers,Noah Emmerich
Windtalkers,Mark Ruffalo
Peter Pan: Return to Neverland,Blayne Weaver
Peter Pan: Return to Neverland,Harriet Owen
Peter Pan: Return to Neverland,Corey Burton
Peter Pan: Return to Neverland,Jeff Bennett
Peter Pan: Return to Neverland,Kath Soucie
Cop Out,Bruce Willis
Cop Out,Tracy Morgan
Cop Out,Adam Brody
Cop Out,Kevin Pollak
Cop Out,Guillermo Diaz
Trust,Clive Owen
Trust,Catherine Keener
Trust,Liana Liberato
Trust,Jason Clarke
Trust,Noah Emmerich
The Country Bears,Haley Joel Osment
The Country Bears,Stephen Tobolowsky
The Country Bears,Meagan Fay
The Country Bears,Christopher Walken
The Country Bears,Alex Rocco
Videodrome,James Woods
Videodrome,Deborah Harry
Resident Evil,Milla Jovovich
Resident Evil,Michelle Rodriguez
Resident Evil,Eric Mabius
Resident Evil,James Purefoy
Resident Evil,Martin Crewes
Terminator Salvation: The Future Begins,Christian Bale
Terminator Salvation: The Future Begins,Sam Worthington
Terminator Salvation: The Future Begins,Moon Bloodgood
Terminator Salvation: The Future Begins,Helena Bonham Carter
Terminator Salvation: The Future Begins,Anton Yelchin
The Rite,Anthony Hopkins
The Rite,Colin O'Donoghue
The Rite,Alice Braga
The Rite,Ciaran Hinds
The Rite,Toby Jones
A Beautiful Mind,Russell Crowe
A Beautiful Mind,Ed Harris
A Beautiful Mind,Jennifer Connelly
A Beautiful Mind,Paul Bettany
A Beautiful Mind,Adam Goldberg
The Mighty Macs,Carla Gugino
The Mighty Macs,Marley Shelton
The Mighty Macs,David Boreanaz
The Mighty Macs,Ellen Burstyn
Imagine That,Eddie Murphy
Imagine That,Thomas Haden Church
Imagine That,Nicole Ari Parker
Imagine That,Ronny Cox
Imagine That,Martin Sheen
Secretariat,Diane Lane
Secretariat,John Malkovich
Secretariat,Dylan Walsh
Secretariat,Dylan Baker
Secretariat,Margo Martindale
Lara Croft: Tomb Raider,Angelina Jolie
Lara Croft: Tomb Raider,Jon Voight
Lara Croft: Tomb Raider,Iain Glen
Lara Croft: Tomb Raider,Noah Taylor
Lara Croft: Tomb Raider,Daniel Craig
The Sisterhood of the Traveling Pants 2,Amber Tamblyn
The Sisterhood of the Traveling Pants 2,Alexis Bledel
The Sisterhood of the Traveling Pants 2,America Ferrera
The Sisterhood of the Traveling Pants 2,Blake Lively
The Sisterhood of the Traveling Pants 2,Rachel Nichols
The Great Gatsby,Leonardo DiCaprio
The Great Gatsby,Tobey Maguire
The Great Gatsby,Joel Edgerton
The Great Gatsby,Carey Mulligan
The Great Gatsby,Isla Fisher
Jackpot,Daryl Hannah
Jackpot,Anthony Edwards
Jackpot,Mark Polish
The Talented Mr. Ripley,Matt Damon
The Talented Mr. Ripley,Gwyneth Paltrow
The Talented Mr. Ripley,Jude Law
The Talented Mr. Ripley,Cate Blanchett
The Talented Mr. Ripley,Philip Seymour Hoffman
Men of Honor,Robert De Niro
Men of Honor,"Cuba Gooding, Jr."
Men of Honor,Lonette McKee
Men of Honor,Carl Lumbly
Men of Honor,David Conrad
Underworld 3: Rise of the Lycans,Michael Sheen
Underworld 3: Rise of the Lycans,Bill Nighy
Underworld 3: Rise of the Lycans,Rhona Mitra
Underworld 3: Rise of the Lycans,Steven Mackintosh
Underworld 3: Rise of the Lycans,Kevin Grevioux
The International,Clive Owen
The International,Naomi Watts
The International,Armin Mueller-Stahl
The International,Ulrich Thomsen
The International,Brian F. O'Byrne
Ride Along,Ice Cube
Ride Along,Kevin Hart
Ride Along,John Leguizamo
Ride Along,Bruce McGill
Ride Along,Tika Sumpter
Van Helsing,Hugh Jackman
Van Helsing,Kate Beckinsale
Van Helsing,Richard Roxburgh
Van Helsing,David Wenham
Van Helsing,Will Kemp
Whiteout,Kate Beckinsale
Whiteout,Gabriel Macht
Whiteout,Tom Skerritt
Whiteout,Columbus Short
Whiteout,Alex O'Loughlin
Dodgeball: A True Underdog Story,Vince Vaughn
Dodgeball: A True Underdog Story,Christine Taylor
Dodgeball: A True Underdog Story,Ben Stiller
Dodgeball: A True Underdog Story,Rip Torn
Dodgeball: A True Underdog Story,Justin Long
Oliver Twist,Ben Kingsley
Oliver Twist,Barney Clarke
Oliver Twist,Frank Finlay
Oliver Twist,Jamie Forman
Oliver Twist,Ian McNeice
Indiana Jones and the Last Crusade,Harrison Ford
Indiana Jones and the Last Crusade,Denholm Elliott
Indiana Jones and the Last Crusade,Alison Doody
Indiana Jones and the Last Crusade,John Rhys-Davies
Indiana Jones and the Last Crusade,Julian Glover
Heaven is for Real,Greg Kinnear
Heaven is for Real,Kelly Reilly
Heaven is for Real,Connor Corum
Heaven is for Real,Margo Martindale
Heaven is for Real,Thomas Haden Church
Safe House,Denzel Washington
Safe House,Ryan Reynolds
Safe House,Vera Farmiga
Safe House,Brendan Gleeson
Safe House,Sam Shepard
Moby Dick,Gregory Peck
Moby Dick,Orson Welles
Moby Dick,Leo Genn
Moby Dick,Harry Andrews
Alvin and the Chipmunks,Jason Lee
Alvin and the Chipmunks,David Cross
Alvin and the Chipmunks,Cameron Richardson
Alvin and the Chipmunks,Jane Lynch
Alvin and the Chipmunks,Justin Long
Tyler Perry's Madea's Witness Protection,Tyler Perry
Tyler Perry's Madea's Witness Protection,Eugene Levy
Tyler Perry's Madea's Witness Protection,Denise Richards
Tyler Perry's Madea's Witness Protection,Doris Roberts
Tyler Perry's Madea's Witness Protection,Romeo Miller
Braveheart,Mel Gibson
Braveheart,Sophie Marceau
Braveheart,Brendan Gleeson
Braveheart,Angus MacFadyen
Braveheart,Catherine McCormack
Dragonfly,Kevin Costner
Dragonfly,Kathryn Erbe
Dragonfly,Kathy Bates
Dragonfly,Meg Thalken
Dragonfly,Susanna Thompson
Beowulf,Ray Winstone
Beowulf,Anthony Hopkins
Beowulf,Robin Wright
Beowulf,Brendan Gleeson
Beowulf,Crispin Glover
Zoolander,Ben Stiller
Zoolander,Owen Wilson
Zoolander,Will Ferrell
Zoolander,Christine Taylor
Zoolander,Milla Jovovich
Freakonomics,Zoe Sloane
Freakonomics,Sammual Soifer
Freakonomics,Adesuwa Addy Iyare
Freakonomics,Carl Alleyne
Freakonomics,Jade Viggiano
Buffy the Vampire Slayer,Natasha Gregson Wagner
Buffy the Vampire Slayer,Kristy Swanson
Buffy the Vampire Slayer,Paul Reubens
Buffy the Vampire Slayer,Hilary Swank
Buffy the Vampire Slayer,Thomas Jane
Trust the Man,David Duchovny
Trust the Man,Billy Crudup
Trust the Man,Julianne Moore
Trust the Man,Maggie Gyllenhaal
Trust the Man,Eva Mendes
Seed of Chucky,Brad Dourif
Seed of Chucky,Jennifer Tilly
Seed of Chucky,John Waters
Seed of Chucky,Billy Boyd
Patriot Games,Harrison Ford
Patriot Games,Anne Archer
Patriot Games,Patrick Bergin
Patriot Games,Sean Bean
Patriot Games,Thora Birch
The Book of Eli,Denzel Washington
The Book of Eli,Gary Oldman
The Book of Eli,Mila Kunis
The Book of Eli,Ray Stevenson
The Book of Eli,Jennifer Beals
Lilo & Stitch,Daveigh Chase
Lilo & Stitch,Mickie McGowan
Lilo & Stitch,Jack Angel
Lilo & Stitch,Kath Soucie
Lilo & Stitch,David Ogden Stiers
All Superheroes Must Die,James Remar
All Superheroes Must Die,Jason Trost
All Superheroes Must Die,Lucas Till
The Hunchback of Notre Dame,Kevin Kline
The Hunchback of Notre Dame,Jason Alexander
The Hunchback of Notre Dame,Charles Kimbrough
The Hunchback of Notre Dame,David Ogden Stiers
The Hunchback of Notre Dame,Frank Welker
Epic Movie,Kal Penn
Epic Movie,Jennifer Coolidge
Epic Movie,Adam Campbell
Epic Movie,Jayma Mays
Epic Movie,Faune Chambers
Babe,James Cromwell
Babe,Hugo Weaving
Babe,Roscoe Lee Browne
Babe,Debi Derryberry
Babe,Magda Szubanski
Charlie and the Chocolate Factory,Johnny Depp
Charlie and the Chocolate Factory,Freddie Highmore
Charlie and the Chocolate Factory,David Kelly
Charlie and the Chocolate Factory,Helena Bonham Carter
Charlie and the Chocolate Factory,Noah Taylor
Grace Unplugged,A.J. Michalka
Grace Unplugged,James Denton
Grace Unplugged,Kevin Pollak
Grace Unplugged,Michael Welch
Grace Unplugged,Shawnee Smith
In the Cut,Meg Ryan
In the Cut,Mark Ruffalo
In the Cut,Kevin Bacon
In the Cut,Jennifer Jason Leigh
Zack and Miri Make a Porno,Seth Rogen
Zack and Miri Make a Porno,Elizabeth Banks
Zack and Miri Make a Porno,Craig Robinson
Zack and Miri Make a Porno,Jason Mewes
Zack and Miri Make a Porno,Traci Lords
Test,Scott Marlowe
Test,Matthew Risch
Test,Katherine Wells
Test,Kristoffer Cusick
Test,Damon K. Sperber
The Chronicles of Narnia: Prince Caspian,Ben Barnes
The Chronicles of Narnia: Prince Caspian,Georgie Henley
The Chronicles of Narnia: Prince Caspian,Skandar Keynes
The Chronicles of Narnia: Prince Caspian,William Moseley
The Chronicles of Narnia: Prince Caspian,Anna Popplewell
Alvin and the Chipmunks: Chipwrecked,Jason Lee
Alvin and the Chipmunks: Chipwrecked,David Cross
Alvin and the Chipmunks: Chipwrecked,Jenny Slate
Alvin and the Chipmunks: Chipwrecked,Justin Long
Alvin and the Chipmunks: Chipwrecked,Matthew Gray Gubler
Bruce Almighty,Jim Carrey
Bruce Almighty,Morgan Freeman
Bruce Almighty,Jennifer Aniston
Bruce Almighty,Philip Baker Hall
Bruce Almighty,Catherine Bell
Lars and the Real Girl,Ryan Gosling
Lars and the Real Girl,Patricia Clarkson
Lars and the Real Girl,Emily Mortimer
Lars and the Real Girl,Kelli Garner
Lars and the Real Girl,Paul Schneider
Life as a House,Kevin Kline
Life as a House,Kristin Scott Thomas
Life as a House,Hayden Christensen
Life as a House,Jena Malone
Life as a House,Mary Steenburgen
Signs,Mel Gibson
Signs,Joaquin Phoenix
Signs,Cherry Jones
Signs,Rory Culkin
Signs,Abigail Breslin
The Blues Brothers,John Belushi
The Blues Brothers,Dan Aykroyd
The Blues Brothers,James Brown
The Blues Brothers,Cab Calloway
The Blues Brothers,Ray Charles
For Your Consideration,Christopher Guest
For Your Consideration,Eugene Levy
For Your Consideration,Catherine O'Hara
For Your Consideration,Harry Shearer
For Your Consideration,Parker Posey
Harry Brown,Emily Mortimer
Harry Brown,Michael Caine
The Devil Inside,Fernanda Andrade
The Devil Inside,Simon Quarterman
The Devil Inside,Evan Helmuth
The Devil Inside,Suzan Crowley
The Devil Inside,Ionut Grama
The Death and Life of Bobby Z,Paul Walker
The Death and Life of Bobby Z,Laurence Fishburne
The Death and Life of Bobby Z,Keith Carradine
The Death and Life of Bobby Z,Jason Flemyng
The Death and Life of Bobby Z,Jacob Vargas
Automata,Antonio Banderas
Automata,Melanie Griffith
Automata,Dylan McDermott
Bathory,Anna Friel
Quartet,Maggie Smith
Quartet,Tom Courtenay
Quartet,Billy Connolly
Quartet,Pauline Collins
Quartet,Michael Gambon
Renaissance Man,Danny De Vito
Renaissance Man,Gregory Hines
Renaissance Man,Cliff Robertson
Renaissance Man,James Remar
Renaissance Man,Lillo Brancato Jr.
Need for Speed,Aaron Paul
Need for Speed,Dominic Cooper
Need for Speed,Imogen Poots
Need for Speed,Ramon Rodriguez
Need for Speed,Michael Keaton
The Widow of St. Pierre,Juliette Binoche
The Widow of St. Pierre,Daniel Auteuil
The Widow of St. Pierre,Emir Kusturica
The Widow of St. Pierre,Michel Duchaussoy
The Widow of St. Pierre,Philippe Magnan
Stranger Than Fiction,Will Ferrell
Stranger Than Fiction,Maggie Gyllenhaal
Stranger Than Fiction,Dustin Hoffman
Stranger Than Fiction,Queen Latifah
Stranger Than Fiction,Emma Thompson
Hostage,Bruce Willis
Hostage,Jonathan Tucker
Hostage,Ben Foster
Hostage,Kevin Pollak
Hostage,Rumer Willis
300,Gerard Butler
300,Lena Headey
300,Dominic West
300,David Wenham
300,Vincent Regan
Action Jackson,"Miguel A. Núñez, Jr."
Action Jackson,Sharon Stone
Action Jackson,Craig T. Nelson
Action Jackson,Carl Weathers
Action Jackson,Robert Davi
Star Trek: The Motion Picture,William Shatner
Star Trek: The Motion Picture,Leonard Nimoy
Star Trek: The Motion Picture,DeForest Kelley
Star Trek: The Motion Picture,James Doohan
Star Trek: The Motion Picture,George Takei
Juno,Ellen Page
Juno,Michael Cera
Juno,Jennifer Garner
Juno,Jason Bateman
Juno,Olivia Thirlby
Beneath Hill 60,Brendan Cowell
Beneath Hill 60,Harrison Gilbertson
Beneath Hill 60,Gyton Grantley
Lucky Numbers,John Travolta
Lucky Numbers,Lisa Kudrow
Lucky Numbers,Tim Roth
Lucky Numbers,Ed O'Neill
Lucky Numbers,Michael Rapaport
Hearts in Atlantis,Anthony Hopkins
Hearts in Atlantis,Anton Yelchin
Hearts in Atlantis,Hope Davis
Hearts in Atlantis,Mika Boorem
Hearts in Atlantis,David Morse
District 9,Sharlto Copley
District 9,David James
District 9,Vanessa Haywood
District 9,Mandla Gaduka
District 9,Kenneth Nkosi
Mr. And Mrs. Smith,Brad Pitt
Mr. And Mrs. Smith,Angelina Jolie
Mr. And Mrs. Smith,Vince Vaughn
Mr. And Mrs. Smith,Adam Brody
Mr. And Mrs. Smith,Kerry Washington
Kick-Ass 2,Aaron Johnson
Kick-Ass 2,Christopher Mintz-Plasse
Kick-Ass 2,Chloë Grace Moretz
Kick-Ass 2,Jim Carrey
Kick-Ass 2,Clark Duke
I Want Someone To Eat Cheese With,Jeff Garlin
I Want Someone To Eat Cheese With,Sarah Silverman
I Want Someone To Eat Cheese With,Bonnie Hunt
I Want Someone To Eat Cheese With,Elle Fanning
I Want Someone To Eat Cheese With,Joey Slotnick
The Kite Runner,Khalid Abdalla
The Kite Runner,Homayoun Ershadi
The Kite Runner,Zekeria Ebrahimi
The Kite Runner,Ahmad Khan Mahmidzada
The Kite Runner,Shaun Toub
Living Out Loud,Holly Hunter
Living Out Loud,Danny De Vito
Living Out Loud,Queen Latifah
Living Out Loud,Martin Donovan
Living Out Loud,Richard Schiff
Sugar Town,Jade Gordon
Sugar Town,Michael Des Barres
Sugar Town,John Taylor
Sugar Town,Martin Kemp
Sugar Town,Larry Klein
Red Dawn,Chris Hemsworth
Red Dawn,Josh Peck
Red Dawn,Adrianne Palicki
Red Dawn,Josh Hutcherson
Red Dawn,Isabel Lucas
Jersey Girl,Ben Affleck
Jersey Girl,Liv Tyler
Jersey Girl,George Carlin
Jersey Girl,Jason Biggs
Jersey Girl,Raquel Castro
Love in the Time of Cholera,Javier Bardem
Love in the Time of Cholera,Unax Ugalde
Love in the Time of Cholera,Giovanna Mezzogiorno
Love in the Time of Cholera,Benjamin Bratt
Love in the Time of Cholera,Catalina Sandino Moreno
The Princess Diaries 2: Royal Engagement,Anne Hathaway
The Princess Diaries 2: Royal Engagement,Julie Andrews
The Princess Diaries 2: Royal Engagement,Heather Matarazzo
The Princess Diaries 2: Royal Engagement,John Rhys-Davies
The Princess Diaries 2: Royal Engagement,Chris Pine
Shichinin no samurai,Toshiro Mifune
The Four Seasons,Alan Alda
The Four Seasons,Rita Moreno
The Four Seasons,Carol Burnett
The Four Seasons,Sandy Dennis
The Four Seasons,Jack Weston
Beverly Hills Cop III,Eddie Murphy
Beverly Hills Cop III,Hector Elizondo
Beverly Hills Cop III,Judge Reinhold
Beverly Hills Cop III,George Lucas
Beverly Hills Cop III,Bronson Pinchot
Spartacus,Kirk Douglas
Spartacus,Laurence Olivier
Spartacus,Tony Curtis
Spartacus,Peter Ustinov
Spartacus,Jean Simmons
Emma,Gwyneth Paltrow
Emma,Ewan McGregor
Emma,Jeremy Northam
Emma,Toni Collette
Emma,Alan Cumming
The Fast and the Furious: Tokyo Drift,Lucas Black
The Fast and the Furious: Tokyo Drift,Bow Wow
The Fast and the Furious: Tokyo Drift,Zachery Ty Bryan
The Fast and the Furious: Tokyo Drift,Vin Diesel
La Guerre du feu,Everett McGill
Young Frankenstein,Gene Hackman
Young Frankenstein,Gene Wilder
Young Frankenstein,Teri Garr
Young Frankenstein,Madeline Kahn
Young Frankenstein,Cloris Leachman
All Good Things,Ryan Gosling
All Good Things,Kirsten Dunst
All Good Things,Frank Langella
All Good Things,Philip Baker Hall
All Good Things,Diane Venora
True Grit,Jeff Bridges
True Grit,Matt Damon
True Grit,Josh Brolin
True Grit,Hailee Steinfeld
True Grit,Barry Pepper
The Mortal Instruments: City of Bones,Lily Collins
The Mortal Instruments: City of Bones,Kevin Durand
The Mortal Instruments: City of Bones,Jonathan Rhys-Meyers
The Mortal Instruments: City of Bones,Jamie Campbell Bower
The Mortal Instruments: City of Bones,Robert Sheehan
Beverly Hills Cop II,Eddie Murphy
Beverly Hills Cop II,Chris Rock
Beverly Hills Cop II,"Tommy ""Tiny"" Lister"
Beverly Hills Cop II,Paul Reiser
Beverly Hills Cop II,Judge Reinhold
Big Trouble,Charles Durning
Big Trouble,Tim Allen
Big Trouble,Omar Epps
Big Trouble,Dennis Farina
Big Trouble,Ben Foster
The Shawshank Redemption,Morgan Freeman
The Shawshank Redemption,Tim Robbins
The Shawshank Redemption,Bob Gunton
The Shawshank Redemption,William Sadler
The Shawshank Redemption,Clancy Brown
Falcon Rising,Michael Jai White
Falcon Rising,Neal McDonough
Falcon Rising,Jimmy Navarro
Falcon Rising,Millie Ruperto
Falcon Rising,Lateef Crowder
Paranormal Activity 2,Katie Featherston
Paranormal Activity 2,Micah Sloat
Paranormal Activity 2,Brian Boland
Paranormal Activity 2,Molly Ephraim
Paranormal Activity 2,Sprague Grayden
Mononoke-hime,Yoji Matsuda
Mononoke-hime,Yuriko Ishida
Mononoke-hime,Yuko Tanaka
Mononoke-hime,Kaoru Kobayashi
Mononoke-hime,Masahiko Nishimura
Freddy vs. Jason,Robert Englund
Freddy vs. Jason,Ken Kirzinger
Freddy vs. Jason,James Callahan
Freddy vs. Jason,Monica Keena
Freddy vs. Jason,Jason Ritter
Dangerous Liaisons,Keanu Reeves
Dangerous Liaisons,Michelle Pfeiffer
Dangerous Liaisons,Glenn Close
Dangerous Liaisons,John Malkovich
Dangerous Liaisons,Swoosie Kurtz
Shall We Dance?,Jennifer Lopez
Shall We Dance?,Richard Gere
Shall We Dance?,Stanley Tucci
Shall We Dance?,Susan Sarandon
Shall We Dance?,Nick Cannon
Das Boot,Jurgen Prochnow
X-Men: Days of Future Past,Hugh Jackman
X-Men: Days of Future Past,James McAvoy
X-Men: Days of Future Past,Michael Fassbender
X-Men: Days of Future Past,Patrick Stewart
X-Men: Days of Future Past,Jennifer Lawrence
Deliver Us from Evil,Eric Bana
Deliver Us from Evil,Edgar Ramirez
Deliver Us from Evil,Olivia Munn
Deliver Us from Evil,Sean Harris
Deliver Us from Evil,Joel McHale
Crocodile Dundee,Paul Hogan
Crocodile Dundee,Linda Kozlowski
Crocodile Dundee,John Meillon
Crocodile Dundee,Mark Blum
Crocodile Dundee,Michael Lombard
Winter in Wartime,Martijn Lakemeier
Winter in Wartime,Yorick van Wageningen
Winter in Wartime,Jamie Campbell Bower
Winter in Wartime,Raymond Thiry
Winter in Wartime,Melody Klaver
American Dreamz,Lawrence Pressman
American Dreamz,John Cho
American Dreamz,Marcia Gay Harden
American Dreamz,Judy Greer
American Dreamz,Jennifer Coolidge
"Next Stop, Wonderland",Hope Davis
"Next Stop, Wonderland",Philip Seymour Hoffman
The Last of the Mohicans,Daniel Day-Lewis
The Last of the Mohicans,Madeleine Stowe
The Last of the Mohicans,Russell Means
The Last of the Mohicans,Pete Postlethwaite
The Last of the Mohicans,Colm Meaney
Crossroads,Britney Spears
Crossroads,Zoe Saldana
Crossroads,Anson Mount
Crossroads,Taryn Manning
Crossroads,Justin Long
The Blood of Heroes,Delroy Lindo
The Blood of Heroes,Vincent D'Onofrio
The Blood of Heroes,Rutger Hauer
The Blood of Heroes,Joan Chen
The Blood of Heroes,Hugh Keays-Byrne
The Santa Clause 2,Bob Bergen
The Santa Clause 2,Tim Allen
The Santa Clause 2,Elizabeth Mitchell
The Santa Clause 2,David Krumholtz
The Santa Clause 2,Bryce Hodgson
Saved!,Jena Malone
Saved!,Mandy Moore
Saved!,Eva Amurri
Saved!,Macaulay Culkin
Saved!,Martin Donovan
Agent Cody Banks,Frankie Muniz
Agent Cody Banks,Hilary Duff
Agent Cody Banks,Angie Harmon
Agent Cody Banks,Keith David
Agent Cody Banks,Cynthia Stevenson
Pirates of the Caribbean: On Stranger Tides,Johnny Depp
Pirates of the Caribbean: On Stranger Tides,Penelope Cruz
Pirates of the Caribbean: On Stranger Tides,Geoffrey Rush
Pirates of the Caribbean: On Stranger Tides,Ian McShane
Pirates of the Caribbean: On Stranger Tides,Kevin McNally
Once Upon a Time in America,Robert De Niro
Once Upon a Time in America,Jennifer Connelly
Once Upon a Time in America,Joe Pesci
Once Upon a Time in America,Elizabeth McGovern
Once Upon a Time in America,James Woods
Hardball,Keanu Reeves
Hardball,Diane Lane
Hardball,John Hawkes
Hardball,Trevor Morgan
Hardball,D.B. Sweeney
Ishtar,Dustin Hoffman
Ishtar,Warren Beatty
Ishtar,Charles Grodin
Ishtar,Isabelle Adjani
Ishtar,Carol Kane
42,Chadwick Boseman
42,Harrison Ford
42,Nicole Beharie
42,Christopher Meloni
42,Ryan Merriman
Selena,Jennifer Lopez
Selena,Edward James Olmos
The Mechanic,Jason Statham
The Mechanic,Ben Foster
The Mechanic,Donald Sutherland
The Mechanic,Mini Anden
The Mechanic,Tony Goldwyn
Ted,Mark Wahlberg
Ted,Mila Kunis
Ted,Seth MacFarlane
Ted,Joel McHale
Ted,Giovanni Ribisi
Batman Begins,Christian Bale
Batman Begins,Michael Caine
Batman Begins,Liam Neeson
Batman Begins,Katie Holmes
Batman Begins,Gary Oldman
Faithful,Cher
Faithful,Chazz Palminteri
Faithful,Allison Janney
Faithful,Jeffrey Wright
Faithful,Ryan O'Neal
Harry Potter and the Half-Blood Prince,Daniel Radcliffe
Harry Potter and the Half-Blood Prince,Rupert Grint
Harry Potter and the Half-Blood Prince,Emma Watson
Harry Potter and the Half-Blood Prince,Helena Bonham Carter
Harry Potter and the Half-Blood Prince,Jim Broadbent
(500) Days of Summer,Zooey Deschanel
(500) Days of Summer,Joseph Gordon-Levitt
(500) Days of Summer,Clark Gregg
Semi-Pro,Will Ferrell
Semi-Pro,Woody Harrelson
Semi-Pro,Andre Benjamin
Semi-Pro,Maura Tierney
Semi-Pro,Will Arnett
Home Alone,Macaulay Culkin
Home Alone,Joe Pesci
Home Alone,Daniel Stern
Home Alone,Catherine O'Hara
Home Alone,John Heard
Hit & Run,Dax Shepard
Hit & Run,Kristen Bell
Hit & Run,Bradley Cooper
Hit & Run,Tom Arnold
Hit & Run,Joy Bryant
A Mighty Heart,Angelina Jolie
A Mighty Heart,Dan Futterman
A Mighty Heart,Archie Panjabi
A Mighty Heart,Irfan Khan
A Mighty Heart,Will Patton
The Adventures of Pinocchio,Martin Landau
The Adventures of Pinocchio,Dawn French
The Adventures of Pinocchio,Udo Kier
The Adventures of Pinocchio,Geneviève Bujold
The Adventures of Pinocchio,Jonathan Taylor Thomas
11:14,Henry Thomas
11:14,Blake Heron
11:14,Barbara Hershey
11:14,Clark Gregg
11:14,Hilary Swank
Joe Dirt,David Spade
Joe Dirt,Brittany Daniel
Joe Dirt,Dennis Miller
Joe Dirt,Adam Beach
Joe Dirt,Christopher Walken
Poolhall Junkies,Mars Callahan
Poolhall Junkies,Alison Eastwood
Poolhall Junkies,Chazz Palminteri
Poolhall Junkies,Rick Schroder
Poolhall Junkies,Rod Steiger
"I Love You, Man",Paul Rudd
"I Love You, Man",Jason Segel
"I Love You, Man",Rashida Jones
"I Love You, Man",Andy Samberg
"I Love You, Man",J.K. Simmons
Teenage Mutant Ninja Turtles,Pete Ploszek
Teenage Mutant Ninja Turtles,Alan Ritchson
Teenage Mutant Ninja Turtles,Jeremy Howard
Teenage Mutant Ninja Turtles,Noel Fisher
Teenage Mutant Ninja Turtles,Megan Fox
Pride and Prejudice,Keira Knightley
Pride and Prejudice,Matthew MacFadyen
Pride and Prejudice,Brenda Blethyn
Pride and Prejudice,Donald Sutherland
Pride and Prejudice,Tom Hollander
Psycho,Vince Vaughn
Psycho,Julianne Moore
Psycho,Viggo Mortensen
Psycho,William H. Macy
Psycho,Philip Baker Hall
Commando,Arnold Schwarzenegger
Commando,Bill Paxton
Commando,Chelsea Field
Commando,Bill Duke
Commando,Alyssa Milano
Home on the Range,"Cuba Gooding, Jr."
Home on the Range,Judi Dench
Home on the Range,Randy Quaid
Home on the Range,Roseanne
Home on the Range,Jennifer Tilly
Super Mario Bros.,Bob Hoskins
Super Mario Bros.,Lance Henriksen
Super Mario Bros.,Samantha Mathis
Super Mario Bros.,Dennis Hopper
Super Mario Bros.,John Leguizamo
Bucky Larson: Born to Be a Star,Nick Swardson
Bucky Larson: Born to Be a Star,Christina Ricci
Bucky Larson: Born to Be a Star,Don Johnson
Bucky Larson: Born to Be a Star,Stephen Dorff
Bucky Larson: Born to Be a Star,Kevin Nealon
Duets,Gwyneth Paltrow
Duets,Maria Bello
Duets,Scott Speedman
Duets,Andre Braugher
Duets,Paul Giamatti
Madagascar,Ben Stiller
Madagascar,Chris Rock
Madagascar,David Schwimmer
Madagascar,Jada Pinkett Smith
Madagascar,Sacha Baron Cohen
Hide and Seek,Robert De Niro
Hide and Seek,Dakota Fanning
Hide and Seek,Famke Janssen
Hide and Seek,Elisabeth Shue
Hide and Seek,Amy Irving
Jennifer's Body,Megan Fox
Jennifer's Body,Amanda Seyfried
