Movie Name,Actor Name
The Mist,Toby Jones
Winter Passing,Ed Harris
Winter Passing,Zooey Deschanel
Winter Passing,Amy Madigan
Winter Passing,Will Ferrell
Winter Passing,Sam Bottoms
Seabiscuit,Jeff Bridges
Seabiscuit,Tobey Maguire
Seabiscuit,Chris Cooper
Seabiscuit,Elizabeth Banks
Seabiscuit,William H. Macy
The Libertine,Johnny Depp
The Libertine,Samantha Morton
The Libertine,John Malkovich
The Libertine,Paul Ritter
The Libertine,Stanley Townsend
Silver Linings Playbook,Bradley Cooper
Silver Linings Playbook,Jennifer Lawrence
Silver Linings Playbook,Robert De Niro
Silver Linings Playbook,Jacki Weaver
Silver Linings Playbook,Anupam Kher
The Inbetweeners,Simon Bird
The Inbetweeners,James Buckley
The Inbetweeners,Blake Harrison
The Inbetweeners,Joe Thomas
The Inbetweeners,Emily Head
Finding Forrester,Sean Connery
Finding Forrester,F. Murray Abraham
Finding Forrester,Anna Paquin
Finding Forrester,Busta Rhymes
Finding Forrester,Rob Brown
The One,Jet Li
The One,Carla Gugino
The One,Jason Statham
The One,Delroy Lindo
Mud,Matthew McConaughey
Mud,Tye Sheridan
Mud,Jacob Lofland
Mud,Reese Witherspoon
Mud,Sarah Paulson
Bullet to the Head,Sylvester Stallone
Bullet to the Head,Sung Kang
Bullet to the Head,Sarah Shahi
Bullet to the Head,Adewale Akinnuoye-Agbaje
Bullet to the Head,Jason Momoa
Shallow Hal,Gwyneth Paltrow
Shallow Hal,Jack Black
Shallow Hal,Jason Alexander
Shallow Hal,Joe Viterelli
Shallow Hal,Susan Ward
The Glass House,Leelee Sobieski
The Glass House,Diane Lane
The Glass House,Stellan Skarsgård
The Glass House,Bruce Dern
The Glass House,Kathy Baker
The Lord of the Rings: The Return of the King,Elijah Wood
The Lord of the Rings: The Return of the King,Ian McKellen
The Lord of the Rings: The Return of the King,Liv Tyler
The Lord of the Rings: The Return of the King,Viggo Mortensen
The Lord of the Rings: The Return of the King,Sean Astin
Bad Company,Anthony Hopkins
Bad Company,Chris Rock
Bad Company,Gabriel Macht
Bad Company,Garcelle Beauvais
Bad Company,Adoni Maropis
My Baby's Daddy,"Tommy ""Tiny"" Lister"
My Baby's Daddy,Eddie Griffin
My Baby's Daddy,John Amos
My Baby's Daddy,Marsha Thomason
My Baby's Daddy,Anthony Anderson
Twilight Zone: The Movie,Dan Aykroyd
Twilight Zone: The Movie,Albert Brooks
Twilight Zone: The Movie,Scatman Crothers
Twilight Zone: The Movie,John Lithgow
Twilight Zone: The Movie,Vic Morrow
Something's Gotta Give,Jack Nicholson
Something's Gotta Give,Diane Keaton
Something's Gotta Give,Keanu Reeves
Something's Gotta Give,Frances McDormand
Something's Gotta Give,Amanda Peet
XXX: State of the Union,Ice Cube
XXX: State of the Union,Willem Dafoe
XXX: State of the Union,Scott Speedman
XXX: State of the Union,Peter Strauss
XXX: State of the Union,Samuel L. Jackson
The Expendables 3,Sylvester Stallone
The Expendables 3,Jason Statham
The Expendables 3,Antonio Banderas
The Expendables 3,Jet Li
The Expendables 3,Wesley Snipes
Thirteen,Holly Hunter
Thirteen,Evan Rachel Wood
Thirteen,Nikki Reed
Thirteen,Jeremy Sisto
Thirteen,Deborah Kara Unger
Bright Star,Ben Whishaw
Bright Star,Abbie Cornish
Bright Star,Thomas Brodie Sangster
Rush Hour,Jackie Chan
Rush Hour,Chris Tucker
Rush Hour,Tom Wilkinson
Rush Hour,Elizabeth Pena
Rush Hour,Tzi Ma
Timeline,Paul Walker
Timeline,Frances O'Connor
Timeline,Gerard Butler
Timeline,Billy Connolly
Timeline,Michael Sheen
You Got Served,"Michael ""Bear"" Taliferro"
You Got Served,Marques Houston
You Got Served,Omarion
You Got Served,J-Boog
You Got Served,Lil Fizz
Switchback,Danny Glover
Switchback,Dennis Quaid
Switchback,Jared Leto
Switchback,William Fichtner
Switchback,R. Lee Ermey
Show Me,Michelle Nolden
Show Me,Kett Turton
Show Me,Katharine Isabelle
Little Voice,Ewan McGregor
Little Voice,Jim Broadbent
Little Voice,Brenda Blethyn
Little Voice,Michael Caine
Little Voice,Jane Horrocks
The Apartment,Jack Lemmon
The Apartment,Shirley MacLaine
The Apartment,Fred MacMurray
The Apartment,Ray Walston
The Last Sin Eater,Louise Fletcher
The Last Sin Eater,Henry Thomas
The Pallbearer,Gwyneth Paltrow
The Pallbearer,Barbara Hershey
The Pallbearer,David Schwimmer
The Pallbearer,Toni Collette
The Pallbearer,Michael Vartan
License to Kill,Desmond Llewelyn
License to Kill,Frank McRae
License to Kill,Robert Brown
License to Kill,Timothy Dalton
License to Kill,Carey Lowell
Surrogates,Bruce Willis
Surrogates,Radha Mitchell
Surrogates,Rosamund Pike
Surrogates,Boris Kodjoe
Surrogates,James Francis Ginty
K-PAX,Greg Lewis
K-PAX,Mary Mara
K-PAX,Moet
K-PAX,Ajay Naidu
K-PAX,Aaron Paul
Man on Fire,Denzel Washington
Man on Fire,Dakota Fanning
Man on Fire,Christopher Walken
Man on Fire,Giancarlo Giannini
Man on Fire,Radha Mitchell
Die Hard 2,Bruce Willis
Die Hard 2,Robert Patrick
Die Hard 2,John Leguizamo
Die Hard 2,William Atherton
Die Hard 2,Bonnie Bedelia
Enemy of the State,Will Smith
Enemy of the State,Gene Hackman
Enemy of the State,Jon Voight
Enemy of the State,Jamie Kennedy
Enemy of the State,Lisa Bonet
The Hours,Meryl Streep
The Hours,Nicole Kidman
The Hours,Julianne Moore
The Hours,Toni Collette
The Hours,Claire Danes
Welcome to Mooseport,Gene Hackman
Welcome to Mooseport,Marcia Gay Harden
Welcome to Mooseport,Ray Romano
Welcome to Mooseport,Fred Savage
Welcome to Mooseport,Rip Torn
Hot Fuzz,Simon Pegg
Hot Fuzz,Nick Frost
Hot Fuzz,Bill Bailey
Hot Fuzz,Tim Barlow
Hot Fuzz,David Bradley
Déjà Vu,Denzel Washington
Déjà Vu,Paula Patton
Déjà Vu,Val Kilmer
Déjà Vu,James Caviezel
Déjà Vu,Adam Goldberg
Deuces Wild,Stephen Dorff
Deuces Wild,Brad Renfro
Deuces Wild,Fairuza Balk
Deuces Wild,Norman Reedus
Deuces Wild,Frankie Muniz
New York Stories,Chris Elliott
New York Stories,Kirsten Dunst
New York Stories,Steve Buscemi
New York Stories,Adrien Brody
New York Stories,Nick Nolte
Cars,Owen Wilson
Cars,Paul Newman
Cars,Bonnie Hunt
Cars,Dan Whitney
Cars,Cheech Marin
The Man with the Golden Gun,Christopher Lee
The Man with the Golden Gun,Bernard Lee
The Man with the Golden Gun,Desmond Llewelyn
The Man with the Golden Gun,Lois Maxwell
The Man with the Golden Gun,Britt Ekland
Crank 2: High Voltage,Jason Statham
Crank 2: High Voltage,Efren Ramirez
Crank 2: High Voltage,Reno Wilson
Crank 2: High Voltage,Amy Smart
Crank 2: High Voltage,"Clifton Collins, Jr."
Chronicle,Dane DeHaan
Chronicle,Alex Russell
Chronicle,Michael B. Jordan
Chronicle,Richard Detmer
Chronicle,Casey Letter
Marie Antoinette,Kirsten Dunst
Marie Antoinette,Jason Schwartzman
Marie Antoinette,Molly Shannon
Marie Antoinette,Rip Torn
Marie Antoinette,Judy Davis
The Next Best Thing,Rupert Everett
The Next Best Thing,Madonna
The Next Best Thing,Benjamin Bratt
The Next Best Thing,Michael Vartan
The Next Best Thing,Josef Sommer
Alex Rider: Operation Stormbreaker,Alex Pettyfer
Alex Rider: Operation Stormbreaker,Ewan McGregor
Alex Rider: Operation Stormbreaker,Mickey Rourke
Alex Rider: Operation Stormbreaker,Bill Nighy
Alex Rider: Operation Stormbreaker,Sophie Okonedo
The Great Escape,Steve McQueen
The Great Escape,James Garner
The Great Escape,Richard Attenborough
The Great Escape,Donald Pleasance
The Great Escape,James Coburn
Ultraviolet,Milla Jovovich
Ultraviolet,Cameron Bright
Ultraviolet,William Fichtner
Ultraviolet,Nick Chinlund
Grudge Match,Robert De Niro
Grudge Match,Sylvester Stallone
Grudge Match,Kevin Hart
Grudge Match,Alan Arkin
Grudge Match,Kim Basinger
Money Train,Wesley Snipes
Money Train,Woody Harrelson
Money Train,Jennifer Lopez
Money Train,Chris Cooper
Money Train,Bill Nunn
Haevnen,Mikael Persbrandt
Haevnen,Trine Dyrholm
Haevnen,Ulrich Thomsen
Haevnen,Markus Rygaard
Haevnen,William Johnk Nielsen
Silent Hill: Revelation 3D,Adelaide Clemens
Silent Hill: Revelation 3D,Kit Harington
Silent Hill: Revelation 3D,Carrie Anne Moss
Silent Hill: Revelation 3D,Sean Bean
Silent Hill: Revelation 3D,Radha Mitchell
Becoming Jane,Anne Hathaway
Becoming Jane,James McAvoy
Becoming Jane,Julie Walters
Becoming Jane,James Cromwell
Becoming Jane,Maggie Smith
Diary of the Dead,Wes Craven
Diary of the Dead,Stephen King
Diary of the Dead,Simon Pegg
Diary of the Dead,Quentin Tarantino
Diary of the Dead,Guillermo Del Toro
World Trade Center,Nicolas Cage
World Trade Center,Michael Peña
World Trade Center,Maggie Gyllenhaal
World Trade Center,Maria Bello
World Trade Center,Stephen Dorff
Pirates of the Caribbean: At World's End,Johnny Depp
Pirates of the Caribbean: At World's End,Geoffrey Rush
Pirates of the Caribbean: At World's End,Orlando Bloom
Pirates of the Caribbean: At World's End,Keira Knightley
Pirates of the Caribbean: At World's End,Jack Davenport
Poetic Justice,Michael Rapaport
Poetic Justice,"Clifton Collins, Jr."
Poetic Justice,Regina King
Poetic Justice,Billy Zane
Poetic Justice,Janet Jackson
"Il buono, il brutto, il cattivo",Clint Eastwood
"Il buono, il brutto, il cattivo",Lee Van Cleef
"Il buono, il brutto, il cattivo",Eli Wallach
Spy Kids,Antonio Banderas
Spy Kids,Carla Gugino
Spy Kids,Alexa Vega
Spy Kids,Daryl Sabara
Spy Kids,Alan Cumming
City of Ghosts,Rose Byrne
City of Ghosts,Stellan Skarsgård
City of Ghosts,Matt Dillon
City of Ghosts,James Caan
City of Ghosts,Natascha McElhone
Maria Full of Grace,Catalina Sandino Moreno
Maria Full of Grace,Yenny Paola Vega
Maria Full of Grace,Virginia Ariza
Maria Full of Grace,Johanna Andrea Mora
Maria Full of Grace,Wilson Guerrero
The Importance of Being Earnest,Rupert Everett
The Importance of Being Earnest,Colin Firth
The Importance of Being Earnest,Reese Witherspoon
The Importance of Being Earnest,Judi Dench
The Importance of Being Earnest,Frances O'Connor
Hannibal Rising,Gaspard Ulliel
Hannibal Rising,Gong Li
Hannibal Rising,Rhys Ifans
Hannibal Rising,Dominic West
Hannibal Rising,Kevin McKidd
Coyote Ugly,Piper Perabo
Coyote Ugly,Adam Garcia
Coyote Ugly,Maria Bello
Coyote Ugly,Melanie Lynskey
Coyote Ugly,John Goodman
Snow White and the Huntsman,Kristen Stewart
Snow White and the Huntsman,Charlize Theron
Snow White and the Huntsman,Chris Hemsworth
Snow White and the Huntsman,Sam Claflin
Snow White and the Huntsman,Ian McShane
Why Did I Get Married Too?,Janet Jackson
Why Did I Get Married Too?,Jill Scott
Why Did I Get Married Too?,Sharon Leal
Why Did I Get Married Too?,Malik Yoba
Why Did I Get Married Too?,Richard T. Jones
Lockout,Guy Pearce
Lockout,Maggie Grace
Lockout,Vincent Regan
Lockout,Joseph Gilgun
Lockout,Lennie James
Someone Like You,Ashley Judd
Someone Like You,Greg Kinnear
Someone Like You,Hugh Jackman
Someone Like You,Marisa Tomei
Someone Like You,Ellen Barkin
Babe: Pig in the City,Eddie Barth
Babe: Pig in the City,Bill Capisci
Babe: Pig in the City,James Cromwell
Babe: Pig in the City,Elizabeth Daily
Babe: Pig in the City,Glenne Headly
The Legend of the Lone Ranger,Christopher Lloyd
The Legend of the Lone Ranger,"Jason Robards, Jr."
The Legend of the Lone Ranger,Richard Farnsworth
Fabled,Desmond Askew
Fabled,J. Richey Nash
Fabled,Michael Panes
Fabled,Katheryn Winnick
Fabled,Coleen Sexton
Turbo,Ryan Reynolds
Turbo,Paul Giamatti
Turbo,Michael Peña
Turbo,Snoop Dogg
Turbo,Maya Rudolph
The Juror,Demi Moore
The Juror,Alec Baldwin
The Juror,Joseph Gordon-Levitt
The Juror,Anne Heche
The Juror,James Gandolfini
The Young Victoria,Emily Blunt
The Young Victoria,Rupert Friend
The Young Victoria,Paul Bettany
The Young Victoria,Miranda Richardson
The Young Victoria,Jim Broadbent
Final Fantasy: The Spirits Within,Ming-Na
Final Fantasy: The Spirits Within,Alec Baldwin
Final Fantasy: The Spirits Within,Ving Rhames
Final Fantasy: The Spirits Within,Steve Buscemi
Final Fantasy: The Spirits Within,Peri Gilpin
Demonic,Frank Grillo
Demonic,Maria Bello
The Wendell Baker Story,Luke Wilson
The Wendell Baker Story,Owen Wilson
The Wendell Baker Story,Will Ferrell
The Wendell Baker Story,Kris Kristofferson
The Wendell Baker Story,Eva Mendes
Rust,Corbin Bernsen
Rust,Frank Gall
Rescue Dawn,Christian Bale
Rescue Dawn,Steve Zahn
Rescue Dawn,Jeremy Davies
Rescue Dawn,Galen Yuen
Rescue Dawn,"Abhijati ""Meuk"" Jusakul"
The Break Up,Vince Vaughn
The Break Up,Jennifer Aniston
The Break Up,Joey Lauren Adams
The Break Up,Cole Hauser
The Break Up,Jon Favreau
Ghosts of Mississippi,William H. Macy
Ghosts of Mississippi,Alec Baldwin
Ghosts of Mississippi,Whoopi Goldberg
Ghosts of Mississippi,James Woods
Ghosts of Mississippi,Lucas Black
High Plains Drifter,Clint Eastwood
High Plains Drifter,John Hillerman
High Plains Drifter,Verna Bloom
High Plains Drifter,Geoffrey Lewis
High Plains Drifter,Buddy Van Horn
Henry & Me,Richard Gere
Henry & Me,Chazz Palminteri
Henry & Me,Danny Aiello
Henry & Me,Luis Guzman
Henry & Me,Cyndi Lauper
Flicka,Alison Lohman
Flicka,Tim McGraw
Flicka,Maria Bello
Flicka,Ryan Kwanten
Flicka,Dallas Roberts
Casa de Areia,Fernanda Torres
Casa de Areia,Fernanda Montenegro
Boyhood,Patricia Arquette
Boyhood,Ellar Coltrane
Boyhood,Lorelei Linklater
Boyhood,Ethan Hawke
Boyhood,Elijah Smith
Snakes on a Plane,Samuel L. Jackson
Snakes on a Plane,Julianna Margulies
Snakes on a Plane,Nathan Phillips
Snakes on a Plane,Bobby Cannavale
Snakes on a Plane,Flex Alexander
What Just Happened,Robert De Niro
What Just Happened,Sean Penn
What Just Happened,Bruce Willis
What Just Happened,John Turturro
What Just Happened,Kristen Stewart
Snow Dogs,"Cuba Gooding, Jr."
Snow Dogs,Christopher Judge
Snow Dogs,Brian Doyle-Murray
Snow Dogs,James Belushi
Snow Dogs,Graham Greene
Bowfinger,Steve Martin
Bowfinger,Eddie Murphy
Bowfinger,Heather Graham
Bowfinger,Christine Baranski
Bowfinger,Terence Stamp
Red,Bruce Willis
Red,Morgan Freeman
Red,John Malkovich
Red,Helen Mirren
Red,Mary-Louise Parker
Steel,Annabeth Gish
Steel,Hill Harper
Steel,Judd Nelson
Steel,Shaquille O'Neal
Total Recall,Colin Farrell
Total Recall,Kate Beckinsale
Total Recall,Jessica Biel
Total Recall,Bryan Cranston
Total Recall,Bokeem Woodbine
Metropolis (2002),Jamieson Price
Metropolis (2002),Toshio Furukawa
Metropolis (2002),Dave Mallow
Metropolis (2002),Scott Weinger
30 Days of Night,Josh Hartnett
30 Days of Night,Melissa George
30 Days of Night,Danny Huston
30 Days of Night,Ben Foster
30 Days of Night,Mark Boone Jr.
"House of 1,000 Corpses",Karen Black
"House of 1,000 Corpses",Jeanne Carmen
"House of 1,000 Corpses",Erin Daniels
"House of 1,000 Corpses",Sid Haig
"House of 1,000 Corpses",Chris Hardwick
The Son of No One,Channing Tatum
The Son of No One,Tracy Morgan
The Son of No One,Katie Holmes
The Son of No One,Ray Liotta
The Son of No One,Juliette Binoche
Blue Jasmine,Cate Blanchett
Blue Jasmine,Alec Baldwin
Blue Jasmine,Louis C.K.
Blue Jasmine,Bobby Cannavale
Blue Jasmine,Andrew Dice Clay
"I Love You, Beth Cooper",Hayden Panettiere
Paranormal Activity,Micah Sloat
Paranormal Activity,Katie Featherston
Paranormal Activity,Mark Fredrichs
Paranormal Activity,Amber Armstrong
Paranormal Activity,Tim Piper
Simon Birch,Ian Michael Smith
Simon Birch,Joseph Mazzello
Simon Birch,Ashley Judd
Simon Birch,Oliver Platt
Simon Birch,David Strathairn
Skyline,Eric Balfour
Skyline,Scottie Thompson
Skyline,Brittany Daniel
Skyline,Crystal Reed
Skyline,Neil Hopkins
Sonny,James Franco
Sonny,Brenda Blethyn
Sonny,Mena Suvari
Sonny,Scott Caan
Sonny,Nicolas Cage
Drowning Mona,Danny De Vito
Drowning Mona,Bette Midler
Drowning Mona,Neve Campbell
Drowning Mona,Jamie Lee Curtis
Drowning Mona,Casey Affleck
Amelia,Hilary Swank
Amelia,Richard Gere
Amelia,Cherry Jones
Amelia,Ewan McGregor
Amelia,Christopher Eccleston
Dudley Do-Right,Brendan Fraser
Dudley Do-Right,Alfred Molina
Dudley Do-Right,Sarah Jessica Parker
Dudley Do-Right,Robert Prosky
Dudley Do-Right,Jack Kehler
Star Wars: The Clone Wars,Matt Lanter
Star Wars: The Clone Wars,Ashley Eckstein
Star Wars: The Clone Wars,James Arnold Taylor
Star Wars: The Clone Wars,Dee Bradley Baker
Star Wars: The Clone Wars,Tom Kane
Big,Tom Hanks
Big,Elizabeth Perkins
Big,Robert Loggia
Big,John Heard
Big,Jared Rushton
Roll Bounce,Bow Wow
Roll Bounce,Chi McBride
Roll Bounce,Mike Epps
Roll Bounce,Wesley Jonathan
Roll Bounce,Kellita Smith
The Good German,George Clooney
The Good German,Cate Blanchett
The Good German,Beau Bridges
The Good German,Tobey Maguire
The Good German,Jack Thompson
Anastasia,Meg Ryan
Anastasia,John Cusack
Anastasia,Lacey Chabert
Anastasia,Hank Azaria
Anastasia,Kirsten Dunst
The Terminator,Arnold Schwarzenegger
The Terminator,Michael Biehn
The Terminator,Linda Hamilton
The Terminator,Paul Winfield
The Terminator,Lance Henriksen
Undercover Brother,Eddie Griffin
Undercover Brother,James Brown
Undercover Brother,Chris Kattan
Undercover Brother,Denise Richards
Undercover Brother,David Chappelle
Super Capers,Justin Whalin
Super Capers,Michael Rooker
Super Capers,Ryan McPartlin
Super Capers,Samuel Lloyd
Super Capers,Danielle Harris
Jurassic Park III,Sam Neill
Jurassic Park III,William H. Macy
Jurassic Park III,Tea Leoni
Jurassic Park III,Alessandro Nivola
Jurassic Park III,Trevor Morgan
American Wedding,Jason Biggs
American Wedding,Alyson Hannigan
American Wedding,January Jones
American Wedding,Eugene Levy
American Wedding,Thomas Ian Nicholas
Midnight in the Garden of Good and Evil,John Cusack
Midnight in the Garden of Good and Evil,Jude Law
Midnight in the Garden of Good and Evil,Kevin Spacey
Midnight in the Garden of Good and Evil,Geoffrey Lewis
Midnight in the Garden of Good and Evil,Jack Thompson
Fun Size ,Victoria Justice
Fun Size ,Jackson Nicoll
Fun Size ,Chelsea Handler
Fun Size ,Josh Pence
Fun Size ,Jane Levy
Buffalo '66,Christina Ricci
Buffalo '66,Kevin Pollak
Buffalo '66,Vincent Gallo
Buffalo '66,Anjelica Huston
Buffalo '66,Mickey Rourke
Made,"Sean ""Puffy"" Combs"
Made,Vince Vaughn
Made,Jon Favreau
Made,Famke Janssen
Made,Peter Falk
The Children of Huang Shi,Jonathan Rhys-Meyers
The Children of Huang Shi,Chow Yun-Fat
The Children of Huang Shi,Michelle Yeoh
The Children of Huang Shi,Radha Mitchell
The Children of Huang Shi,Guang Li
Salvador,James Woods
Salvador,James Belushi
Salvador,John Savage
Salvador,Michael Murphy
The Saint,Elisabeth Shue
The Saint,Val Kilmer
The Saint,Emily Mortimer
The Saint,Rade Sherbedgia
The Saint,Tommy Flanagan
Shanghai Noon,Jackie Chan
Shanghai Noon,Owen Wilson
Shanghai Noon,Lucy Alexis Liu
Shanghai Noon,Brandon Merrill
Shanghai Noon,Roger Yuan
Adventureland,Bill Hader
Adventureland,Jesse Eisenberg
Adventureland,Kristen Stewart
Adventureland,Kristen Wiig
Adventureland,Ryan Reynolds
About Time,Domhnall Gleeson
About Time,Rachel McAdams
About Time,Bill Nighy
About Time,Lydia Wilson
About Time,Lindsay Duncan
Frozen River,Melissa Leo
Frozen River,Michael O'Keefe
Shadow Conspiracy,Donald Sutherland
Shadow Conspiracy,Charlie Sheen
Shadow Conspiracy,Linda Hamilton
Shadow Conspiracy,Sam Waterston
Shadow Conspiracy,Paul Gleason
Stepmom,Julia Roberts
Stepmom,Susan Sarandon
Stepmom,Ed Harris
Stepmom,Jena Malone
Stepmom,Liam Aiken
Garfield,Breckin Meyer
Garfield,Jennifer Love Hewitt
Garfield,Stephen Tobolowsky
Garfield,Debra Messing
Garfield,Bill Murray
Archaeology of a Woman,Sally Kirkland
Archaeology of a Woman,Victoria Clark
The Next Three Days,Russell Crowe
The Next Three Days,Elizabeth Banks
The Next Three Days,Brian Dennehy
The Next Three Days,Lennie James
The Next Three Days,Olivia Wilde
Tank Girl,Naomi Watts
Tank Girl,Ice-T
Tank Girl,Malcolm McDowell
