Name,RTC Mean,RTA Mean,IMDB Mean
Hilary Duff,16.815896155455981,50.58048466228189,5.5047799497730816
Lawrence A. Bonney,94.0,95.0,8.5999999999999979
Jason Schwartzman,65.594670550776797,68.844262407216647,6.8271723376112901
James Gandolfini,51.251977384643688,59.669414153254436,6.7094934649398175
Robert Pattinson,41.803266069918038,66.982112219211345,5.5962682358071909
Sally Hawkins,82.945765413310852,77.942286340599509,7.2498275841567441
Will Yun Lee,26.2678510731274,45.825756949558404,5.7131427428342798
Jared Gilman,94.0,85.999999999999972,7.8000000000000016
Busta Rhymes,12.0,27.999999999999996,4.0
Skandar Keynes,57.297469403107122,65.069193939989773,6.4992307237087674
Jon Stewart,17.888543819998315,36.74234614174766,4.2332020977033453
Shari Springer Berman,94.0,87.0,7.4999999999999991
Jerry Seinfeld,51.0,53.000000000000007,6.2000000000000011
Michael McDonald,64.999999999999986,72.0,6.7000000000000011
Sandi Patty,0.0,62.999999999999993,3.5
John Howard,64.999999999999986,49.999999999999993,6.4000000000000004
Michael Des Barres,66.999999999999972,49.999999999999993,6.0
Alec Newman,77.000000000000014,51.0,6.2999999999999989
Jake Busey,15.0,42.000000000000007,5.2999999999999998
Dian Bachar,46.999999999999993,66.999999999999972,6.2000000000000011
Jon Tenney,10.000000000000002,36.0,5.4000000000000004
David Eigenberg,53.000000000000007,56.000000000000021,6.4999999999999991
Michael Constantine,76.0,72.999999999999986,6.5999999999999988
Jimmy Fallon,64.999999999999986,59.999999999999986,6.2000000000000011
Buster Keaton,82.000000000000014,79.0,6.9999999999999991
Will Forte,46.160313117166289,49.203769630642988,6.1719073384872942
Haaz Sleiman,88.999999999999986,83.999999999999986,7.7000000000000002
Barbara Stanwyck,22.000000000000004,51.0,6.4999999999999991
Elizabeth Hurley,20.143449279934767,40.801033093521056,5.6955722952054115
James Le Gros,32.0,41.000000000000007,5.5999999999999996
Lyndsy Fonseca,40.0,44.999999999999993,5.5
Anne Bancroft,27.495454169735044,43.566041821583916,5.3888774341229917
India Eisley,26.000000000000004,62.000000000000007,6.4000000000000004
Charlize Theron,41.111401896017789,57.286937325318355,6.4708249631632526
Jason O'Mara,2.0,43.0,5.2999999999999998
Breckin Meyer,32.998213346910383,53.66891217426231,5.869307696999118
Raz B,15.999999999999998,69.000000000000014,3.2999999999999998
Krista Allen,40.298883359219786,46.475800154488994,5.7131427428342798
Rollo Weeks,55.000000000000014,55.000000000000014,5.7000000000000011
Zach Galifianakis,41.687617960193101,56.640393862703171,6.491427296500369
