Movie Name,Release Date,Genre,Budget,Gross Revenue,Url
Arguing the World,"Jan 9, 1998",Documentary, ,"$47,044",/movie/Arguing-the-World#tab=summary
Aria,"Jan 1, 1988",Comedy, ,"$1,028,679",/movie/Aria#tab=summary
Aristide and the Endless Revolution,"Nov 24, 2005",Documentary, ,"$6,998",/movie/Aristide-and-the-Endless-Revolution#tab=summary
The Aristocats,"Apr 24, 1970",Musical, ,"$55,675,257",/movie/Aristocats-The#tab=summary
The Aristocrats,"Jul 29, 2005",Comedy, ,"$6,377,461",/movie/Aristocrats-The#tab=summary
Les Aristos,"Dec 31, 2006",, ,$0,/movie/Aristos-Les#tab=summary
Arizona,"Dec 31, 2011",Drama, ,$0,/movie/Arizona#tab=summary
Arizona Dream,"Sep 9, 1994",Drama, ,"$106,000",/movie/Arizona-Dream#tab=summary
Arjun The Warrior Prince,"May 25, 2011",Action, ,"$10,017",/movie/Arjun#tab=summary
Arlington Road,"Jul 9, 1999",Thriller/Suspense,"$21,500,000","$24,419,219",/movie/Arlington-Road#tab=summary
Armaan,"May 16, 2003",Drama, ,"$301,010",/movie/Armaan#tab=summary
Armadillo,"Apr 15, 2011",Documentary, ,"$14,566",/movie/Armadillo#tab=summary
Armageddon,"Jul 1, 1998",Adventure,"$140,000,000","$201,578,182",/movie/Armageddon#tab=summary
Arme Riddere,"Jun 27, 2014",Action, ,$806,/movie/Arme-Riddere#tab=summary
Armed and Dangerous,"Aug 15, 1986",Comedy, ,"$15,945,534",/movie/Armed-and-Dangerous#tab=summary
Armed and Deadly,"Dec 31, 2006",, ,$0,/movie/Armed-and-Deadly#tab=summary
L'armée des ombres,"Apr 28, 2006",Drama, ,"$741,766",/movie/Armee-des-ombres-L#tab=summary
L'armée du crime,"Aug 20, 2010",Thriller/Suspense, ,"$37,031",/movie/armee-du-crime-L#tab=summary
Armida,"Jul 10, 2013",, ,$0,/movie/Armida#tab=summary
Armored,"Dec 4, 2009",Thriller/Suspense,"$20,000,000","$15,988,876",/movie/Armored#tab=summary
The Armstrong Lie,"Nov 8, 2013",Documentary, ,"$381,703",/movie/Armstrong-Lie-The#tab=summary
Army of Darkness,"Feb 19, 1993",Horror,"$11,000,000","$11,502,976",/movie/Army-of-Darkness#tab=summary
Army of Darkness 2,"Dec 31, 2016",Horror, ,$0,/movie/Army-of-Darkness-2#tab=summary
Arn - Riket vid vägens slut,"Dec 31, 2008",Action, ,$0,/movie/Arn-Riket-vid-vagens-slut#tab=summary
Arn - Tempelriddaren,"Dec 31, 2007",Action,"$16,500,000",$0,/movie/Arn-Tempelriddaren#tab=summary
L'arnacouer,"Sep 10, 2010",Comedy, ,"$504,030",/movie/Arnacoeur-L#tab=summary
Arnolds Park,"Oct 19, 2007",Thriller/Suspense,"$600,000","$23,616",/movie/Arnolds-Park#tab=summary
36 vues du Pic Saint Loup,"Jul 9, 2010",Comedy, ,"$33,216",/movie/Around-a-Small-Mountain#tab=summary
Around June,"Mar 16, 2012",Drama, ,"$9,102",/movie/Around-June#tab=summary
Around the Bend,"Oct 8, 2004",Drama, ,"$193,571",/movie/Around-the-Bend#tab=summary
Around the Black,"Aug 5, 2014",Drama, ,$0,/movie/Around-the-Block#tab=summary
Around the World in 80 Days,"Oct 17, 1956",Adventure,"$6,000,000","$42,000,000",/movie/Around-the-World-in-80-Days#tab=summary
Around the World in 80 Days,"Jun 16, 2004",Adventure,"$110,000,000","$24,004,159",/movie/Around-the-World-in-80-Days-(2004)#tab=summary
Aroused,"May 3, 2013",Documentary,"$150,000",$0,/movie/Aroused#tab=summary
Arrancame la Vida,"Dec 31, 2008",, ,$0,/movie/Arrancame-la-Vida#tab=summary
Arranged,"Dec 14, 2007",Drama, ,"$20,636",/movie/Arranged#tab=summary
The Arrangement,"Nov 18, 1969",Drama, ,$0,/movie/Arrangement-The#tab=summary
Arrete ou je continue,"Dec 17, 2014",Comedy, ,$0,/movie/Arrete-ou-je-continue#tab=summary
The Arrival,"May 31, 1996",Thriller/Suspense, ,"$14,031,906",/movie/Arrival-The#tab=summary
Arrugas,"Jul 15, 2014",Drama, ,$0,/movie/Arrugas#tab=summary
Art & Copy,"Aug 21, 2009",Documentary, ,"$139,418",/movie/Art-and-Copy#tab=summary
Art and Craft,"Sep 19, 2014",Documentary, ,$0,/movie/Art-and-Craft#tab=summary
Art is...The Permanent Revolution,"Mar 2, 2012",Documentary, ,"$4,291",/movie/Art-is-The-Permanent-Revolution#tab=summary
Art Machine,"Feb 6, 2014",Comedy, ,$0,/movie/Art-Machine#tab=summary
The Art of Amália,"Dec 8, 2000",Documentary, ,"$26,609",/movie/Art-of-Amalia-The#tab=summary
The Art of Being Straight,"Jun 5, 2009",, ,"$10,382",/movie/Art-of-Being-Straight-The#tab=summary
The Art of Flight,"Dec 31, 2011",Documentary, ,$0,/movie/Art-of-Flight-The#tab=summary
The Art of Getting By,"Jun 17, 2011",Romantic Comedy,"$4,000,000","$1,430,241",/movie/Art-of-Getting-By-The#tab=summary
The Art of Love,"Jun 23, 1965",Comedy, ,$0,/movie/Art-of-Love-The#tab=summary
The Art of Making Money,"Dec 31, 2011",Thriller/Suspense, ,$0,/movie/Art-of-Making-Money-The#tab=summary
The Art of the Steal,"Feb 26, 2010",Documentary, ,"$544,890",/movie/Art-of-the-Steal-The#tab=summary
The Art of the Steal,"Mar 14, 2014",Comedy, ,"$61,446",/movie/Art-of-the-Steal-The-(2013)#tab=summary
"Art of War II: Betrayal, The","Aug 12, 2008",Action, ,$0,/movie/Art-of-War-II-Betrayal-The#tab=summary
The Art of War III: Retribution,"Aug 11, 2009",, ,$0,/movie/Art-of-War-III-Retribution-The#tab=summary
The Art of War,"Aug 25, 2000",Thriller/Suspense,"$40,000,000","$30,199,105",/movie/Art-of-War-The#tab=summary
Art School Confidential,"May 5, 2006",Comedy, ,"$3,297,137",/movie/Art-School-Confidential#tab=summary
Artemisia,"Apr 3, 1998",Drama, ,"$377,512",/movie/Artemisia#tab=summary
Arthur,"Jul 17, 1981",Comedy, ,"$81,464,486",/movie/Arthur#tab=summary
Arthur,"Apr 8, 2011",Comedy,"$40,000,000","$33,035,397",/movie/Arthur-(2010)#tab=summary
Arthur 2: On the Rocks,"Jul 8, 1988",Comedy, ,"$14,681,192",/movie/Arthur-2-On-the-Rocks#tab=summary
Arthur and Lancelot,"Dec 31, 2013",Action, ,$0,/movie/Arthur-and-Lancelot#tab=summary
Arthur and the War of Two Worlds,"Dec 31, 2010",Adventure, ,"$347,136",/movie/Arthur-and-the-War-of-Two-Worlds#tab=summary
Arthur Christmas,"Nov 23, 2011",Adventure,"$85,000,000","$46,462,469",/movie/Arthur-Christmas#tab=summary
Arthur et la vengeance de Maltazard,"Feb 25, 2011",Adventure, ,"$347,136",/movie/Arthur-et-la-vengeance-de-Maltazard#tab=summary
Arthur et les Minimoys,"Dec 15, 2006",Adventure,"$80,000,000","$15,132,763",/movie/Arthur-et-les-Minimoys#tab=summary
Arthur Newman,"Apr 26, 2013",Drama, ,"$207,853",/movie/Arthur-Newman#tab=summary
Arthur's Hallowed Ground,"Feb 5, 1986",Comedy, ,"$1,726",/movie/Arthurs-Hallowed-Ground#tab=summary
Article 99,"Mar 13, 1992",Drama, ,"$6,281,089",/movie/Article-99#tab=summary
Artie Lange's Beer League,"Sep 15, 2006",Comedy,"$2,800,000","$475,000",/movie/Artie-Langes-Beer-League#tab=summary
Artifact,"Feb 25, 2014",Documentary, ,$0,/movie/Artifact#tab=summary
Artificial Intelligence: AI,"Jun 29, 2001",Drama,"$90,000,000","$78,616,689",/movie/Artificial-Intelligence-AI#tab=summary
The Artist,"Nov 25, 2011",Drama,"$16,000,000","$44,667,095",/movie/Artist-The#tab=summary
El artista y la modelo,"Aug 2, 2013",Drama, ,"$78,504",/movie/artista-y-la-modelo-El#tab=summary
Artworks,"Oct 29, 2004",Drama, ,"$2,186",/movie/Artworks#tab=summary
The Aryan Couple,"Nov 18, 2005",Drama, ,"$290,211",/movie/Aryan-Couple-The#tab=summary
"As Above, So Below","Aug 29, 2014",Thriller/Suspense,"$5,000,000","$19,142,430",/movie/As-Above-So-Below#tab=summary
As Cool As I Am,"Jun 7, 2013",Comedy, ,$0,/movie/As-Cool-As-I-Am#tab=summary
As Good as Dead,"Oct 8, 2010",Thriller/Suspense, ,"$2,093",/movie/As-Good-as-Dead#tab=summary
As Good as it Gets,"Dec 24, 1997",Romantic Comedy,"$50,000,000","$148,478,011",/movie/As-Good-as-it-Gets#tab=summary
As I Lay Dying,"Oct 11, 2013",Drama, ,"$15,009",/movie/As-I-Lay-Dying#tab=summary
As It Is in Heaven,"Jul 11, 2014",Drama,"$450,000","$13,486",/movie/As-It-Is-in-Heaven#tab=summary
As You Like It,"Dec 31, 2007",Comedy, ,$0,/movie/As-You-Like-It#tab=summary
Asa Nu Maan Watna Da,"May 14, 2004",Drama, ,"$235,075",/movie/Asa-Nu-Maan-Watna-Da#tab=summary
Asambhav,"Jul 23, 2004",, ,"$19,504",/movie/Asambhav#tab=summary
Ascenseur pour l'échafaud,"Jun 10, 1961",Drama, ,"$263,404",/movie/Ascenseur-pour-l-echafaud#tab=summary
Ash Wednesday,"Oct 11, 2002",Drama, ,"$2,942",/movie/Ash-Wednesday#tab=summary
Ash Wednesday,"Dec 31, 1973",, ,$0,/movie/Ash-Wednesday-(1973)#tab=summary
Ashes of Time Redux,"Oct 10, 2008",Action, ,"$173,526",/movie/Ashes-of-Time-Redux#tab=summary
Ashley's Ashes,"May 23, 2012",Drama, ,$0,/movie/Ashleys-Ashes#tab=summary
Asi Es La Suerte,"Dec 31, 2011",, ,$0,/movie/Asi-Es-La-Suerte#tab=summary
Ask the Dust,"Mar 10, 2006",Drama, ,"$742,614",/movie/Ask-the-Dust#tab=summary
Asmodexia,"Sep 26, 2014",Horror, ,$0,/movie/Asmodexia#tab=summary
Asoka,"Oct 26, 2001",Drama, ,"$702,777",/movie/Asoka#tab=summary
Aspen Extreme,"Jan 22, 1993",Romantic Comedy, ,"$7,843,388",/movie/Aspen-Extreme#tab=summary
The Asphyx,"May 18, 1999",Horror, ,$0,/movie/Asphyx-The#tab=summary
Ass Backwards,"Nov 8, 2013",Comedy, ,$0,/movie/Ass-Backwards#tab=summary
The Assailant,"Dec 31, 2011",, ,$0,/movie/Assailant-The#tab=summary
Assalto ao Banco Central,"Dec 31, 2011",, ,$0,/movie/Assalto-ao-Banco-Central#tab=summary
Assassin in Love,"Dec 31, 2010",Comedy, ,$0,/movie/Assassin-in-Love#tab=summary
The Assassin,"Dec 31, 2011",Drama, ,$0,/movie/Assassin-The#tab=summary
Assassination,"Jan 9, 1987",Action, ,"$6,075,793",/movie/Assassination#tab=summary
Assassination Games,"Jul 29, 2011",Action, ,$0,/movie/Assassination-Games#tab=summary
Assassination of a High School President,"Oct 6, 2009",Comedy, ,$0,/movie/Assassination-of-a-High-School-President#tab=summary
The Assassination of Jesse James by the Coward Robert Ford,"Sep 21, 2007",Western,"$30,000,000","$3,909,149",/movie/Assassination-of-Jesse-James-by-the-Coward-Robert-Ford-The#tab=summary
The Assassination of Richard Nixon,"Dec 29, 2004",Drama, ,"$708,776",/movie/Assassination-of-Richard-Nixon-The#tab=summary
Assassination Tango,"Mar 28, 2003",Drama, ,"$1,000,673",/movie/Assassination-Tango#tab=summary
Assassins,"Oct 6, 1995",Action,"$50,000,000","$30,306,268",/movie/Assassins#tab=summary
Assassins Bullet,"Aug 3, 2012",Drama, ,$0,/movie/Assassins-Bullet#tab=summary
Assassin's Code,"Dec 31, 2011",, ,$0,/movie/Assassins-Code#tab=summary
Assassin's Creed,"Aug 7, 2015",Action, ,$0,/movie/Assassins-Creed#tab=summary
Assassins Run,"Dec 31, 2012",, ,$0,/movie/Assassins-Run#tab=summary
Assault at West Point: The Court-Martial of Johnson Whittaker,"Dec 31, 1994",, ,$0,/movie/Assault-at-West-Point#tab=summary
Assault On Precinct 13,"Jan 19, 2005",Action,"$30,000,000","$20,040,895",/movie/Assault-On-Precinct-13#tab=summary
Assault on Wall Street,"May 10, 2013",Thriller/Suspense, ,$0,/movie/Assault-on-Wall-Street#tab=summary
Assaulted: Civil Rights Under Fire,"Jun 20, 2013",Documentary, ,"$7,054",/movie/Assaulted-Civil-Rights-Under-Fire#tab=summary
L'assaut,"Apr 6, 2012",Drama, ,$0,/movie/assaut-L#tab=summary
The Assignment,"Sep 26, 1997",Thriller/Suspense, ,"$600,843",/movie/Assignment-The#tab=summary
Assistance mortelle,"Feb 28, 2014",Documentary, ,"$3,000",/movie/Assistance-mortelle#tab=summary
The Assistants,"Dec 3, 2010",Comedy, ,$0,/movie/Assistants-The#tab=summary
Assisted Living,"Feb 4, 2005",Drama, ,"$49,048",/movie/Assisted-Living#tab=summary
The Associate,"Oct 25, 1996",Comedy, ,"$12,772,657",/movie/Associate-The#tab=summary
The Associate,"Dec 31, 2011",Thriller/Suspense, ,$0,/movie/Associate-The-(2011)#tab=summary
Astérix aux Jeux Olympiques,"Jul 4, 2008",Adventure,"$113,500,000","$999,811",/movie/Asterix-aux-Jeux-Olympiques#tab=summary
Astérix et Obélix: Au service de Sa Majesté ,"Oct 17, 2012",Adventure,"$77,600,000",$0,/movie/Asterix-et-Obelix-Au-service-de-Sa-Majeste#tab=summary
Astérix et Obélix contre César,"Jun 4, 1999",Comedy, ,"$1,644,060",/movie/Asterix-et-Obelix-contre-Cesar#tab=summary
Asterix in America,"Feb 23, 1996",, ,$0,/movie/Asterix-in-America#tab=summary
Astonishing X-Men: Dangerous,"Apr 10, 2012",Action, ,$0,/movie/Astonishing-X-Men-Dangerous#tab=summary
Astonishing X-Men: Torn,"Aug 14, 2012",Action, ,$0,/movie/Astonishing-X-Men-Torn#tab=summary
Astonishing X-Men Unstoppable,"Nov 13, 2012",, ,$0,/movie/Astonishing-X-Men-Unstoppable#tab=summary
Astoria,"Apr 5, 2002",Drama, ,"$44,025",/movie/Astoria#tab=summary
Astro Boy,"Oct 23, 2009",Adventure,"$65,000,000","$19,551,067",/movie/Astro-Boy#tab=summary
The Astronaut Farmer,"Feb 23, 2007",Drama,"$13,000,000","$11,003,643",/movie/Astronaut-Farmer-The#tab=summary
The Astronaut's Wife,"Aug 27, 1999",Thriller/Suspense,"$34,000,000","$10,672,566",/movie/Astronauts-Wife-The#tab=summary
Asu Mare,"Apr 11, 2013",Comedy, ,$0,/movie/Asu-Mare#tab=summary
Asylum,"Aug 12, 2005",Thriller/Suspense, ,"$375,403",/movie/Asylum#tab=summary
Asylum,"Dec 31, 2013",Horror, ,$0,/movie/Asylum-(2013)#tab=summary
At Any Price,"Apr 24, 2013",Drama, ,"$379,791",/movie/At-Any-Price#tab=summary
At Berkeley,"Nov 8, 2013",Documentary, ,"$31,736",/movie/At-Berkeley#tab=summary
At Close Range,"Apr 18, 1986",Drama, ,"$2,347,000",/movie/At-Close-Range#tab=summary
At First Sight,"Jan 15, 1999",Drama,"$40,000,000","$22,365,133",/movie/At-First-Sight#tab=summary
At Jesus' Side,"Mar 16, 2010",, ,$0,/movie/At-Jesus-Side#tab=summary
At Last,"Nov 4, 2005",Drama, ,"$15,026",/movie/At-Last#tab=summary
At Long Last Love,"Jan 1, 1975",Musical, ,"$1,500,000",/movie/At-Long-Last-Love#tab=summary
At Play in the Fields of the Lord,"Dec 6, 1991",Drama, ,"$1,342,903",/movie/At-Play-in-the-Fields-of-the-Lord#tab=summary
At Sachem Farm,"Jun 5, 1999",Drama, ,"$5,000",/movie/At-Sachem-Farm#tab=summary
At the Devils Door,"Sep 12, 2014",Horror, ,$0,/movie/At-the-Devils-Door#tab=summary
At The Gate Of The Ghost,"Dec 31, 2012",, ,$0,/movie/At-The-Gate-Of-The-Ghost#tab=summary
At the Mountains of Madness,"Dec 31, 2011",Adventure, ,$0,/movie/At-the-Mountains-of-Madness#tab=summary
¡Átame!,"May 1, 1990",Drama, ,"$4,087,000",/movie/Atame#tab=summary
Atasco en la Nacional,"Dec 31, 2007",, ,$0,/movie/Atasco-en-la-Nacional#tab=summary
Atharintiki Daaredi,"Sep 27, 2013",, ,"$1,500,000",/movie/Atharintiki-Daaredi#tab=summary
Atithi Tum Kab Jaoge?,"Mar 5, 2010",Comedy, ,"$235,847",/movie/Atithi-Tum-Kab-Jaoge#tab=summary
ATL,"Mar 31, 2006",Comedy,"$17,000,000","$21,170,563",/movie/ATL#tab=summary
Atlantic City,"Jan 1, 1980",Drama, ,"$10,000,000",/movie/Atlantic-City#tab=summary
Atlantis Rising,"Dec 31, 2011",Action, ,$0,/movie/Atlantis-Rising#tab=summary
"Atlantis, The Lost Continent","Sep 1, 1998",Adventure, ,$0,/movie/Atlantis-The-Lost-Continent#tab=summary
Atlantis: The Lost Empire,"Jun 8, 2001",Adventure,"$90,000,000","$84,052,762",/movie/Atlantis-The-Lost-Empire#tab=summary
Atlas Shrugged: Part 1,"Apr 15, 2011",Drama, ,"$4,752,353",/movie/Atlas-Shrugged#tab=summary
Atlas Shrugged: Part II,"Oct 12, 2012",Drama,"$10,000,000","$3,336,053",/movie/Atlas-Shrugged-Part-II#tab=summary
Atlas Shrugged: Who Is John Galt?,"Sep 12, 2014",Drama,"$5,000,000","$461,179",/movie/Atlas-Shrugged-Who-Is-John-Galt#tab=summary
ATM,"Apr 6, 2012",Thriller/Suspense, ,"$3,010",/movie/ATM#tab=summary
Atmen,"Aug 31, 2012",Drama, ,"$4,630",/movie/Atmen#tab=summary
Atonement,"Dec 7, 2007",Drama,"$30,000,000","$50,980,159",/movie/Atonement#tab=summary
Atrocious,"Aug 17, 2011",Horror, ,$0,/movie/Atrocious#tab=summary
Attack of the 50 Foot Cheerleader,"Dec 31, 2012",, ,$0,/movie/Attack-of-the-50-Foot-Cheerleader#tab=summary
Attack on Darfur,"Dec 31, 2010",, ,$0,/movie/Attack-on-Darfur#tab=summary
Attack the Block,"Jul 29, 2011",Action,"$13,000,000","$1,024,175",/movie/Attack-the-Block#tab=summary
The Attacks of 26/11,"Mar 1, 2013",Drama, ,"$248,346",/movie/Attacks-of-26-11-The#tab=summary
Attenberg,"Mar 9, 2012",Drama, ,"$42,582",/movie/Attenberg#tab=summary
L'attentat,"Jun 21, 2013",Drama, ,"$1,625,707",/movie/attentat-L#tab=summary
Attention On Tourne!,"Jan 5, 2001",, ,"$19,071",/movie/Attention-On-Tourne#tab=summary
Attica,"Dec 31, 2011",Drama, ,$0,/movie/Attica#tab=summary
Attila Marcel,"May 30, 2014",Comedy, ,"$25,601",/movie/Attila-Marcel#tab=summary
@urFRENZ,"Sep 23, 2011",Thriller/Suspense, ,$0,/movie/aturFRENZ#tab=summary
Au-delà de la haine,"Jun 15, 2007",Documentary, ,$949,/movie/Au-dela-de-la-haine#tab=summary
Au Hasard Balthazar,"Feb 19, 1970",Drama, ,"$39,388",/movie/Au-Hasard-Balthazar#tab=summary
Au Pair Girls,"Sep 25, 2012",Comedy, ,$0,/movie/Au-Pair-Girls#tab=summary
L'auberge rouge,"Apr 11, 2008",Comedy, ,"$50,304",/movie/Auberge-rouge-L#tab=summary
Auf der anderen Seite,"May 21, 2008",Drama, ,"$742,349",/movie/Auf-der-anderen-Seite#tab=summary
Auggie Rose,"May 18, 2001",Drama, ,"$31,200",/movie/Auggie-Rose#tab=summary
August,"Apr 19, 1996",Drama, ,"$5,000",/movie/August#tab=summary
August,"Jul 11, 2008",Drama,"$3,400,000","$12,636",/movie/August-(2008)#tab=summary
August Evening,"Sep 5, 2008",Drama, ,"$74,494",/movie/August-Evening#tab=summary
August:  Osage County,"Dec 25, 2013",Black Comedy,"$25,000,000","$37,738,810",/movie/August-Osage-County#tab=summary
August Rush,"Nov 17, 2007",Drama,"$25,000,000","$31,664,162",/movie/August-Rush#tab=summary
Augustin,"Oct 11, 1995",Comedy, ,"$5,490",/movie/Augustin#tab=summary
Augustine,"May 17, 2013",Drama, ,"$107,352",/movie/Augustine#tab=summary
Auntie Mame,"Jan 1, 1958",Comedy, ,"$23,300,000",/movie/Auntie-Mame#tab=summary
El Aura,"Nov 17, 2006",Thriller/Suspense, ,"$58,804",/movie/Aura-El#tab=summary
Aurangzeb,"May 17, 2013",Drama, ,$0,/movie/Aurangzeb#tab=summary
Aurora,"Jun 29, 2011",Drama, ,"$5,558",/movie/Aurora#tab=summary
Aurora Borealis,"Sep 15, 2006",Drama, ,"$60,729",/movie/Aurora-Borealis#tab=summary
Ausbilder Schmidt,"Dec 31, 2009",, ,$0,/movie/Ausbilder-Schmidt#tab=summary
Aussie & Ted's Great Adventure,"Oct 6, 2009",, ,$0,/movie/Aussie-and-Ted#tab=summary
Austenland,"Aug 16, 2013",Romantic Comedy, ,"$2,137,573",/movie/Austenland#tab=summary
Austin Hamone: My Journey,"Dec 31, 2014",, ,$0,/movie/Austin-Mahone-My-Journey#tab=summary
Austin Powers 4,"Dec 31, 2011",Comedy, ,$0,/movie/Austin-Powers-4#tab=summary
Austin Powers in Goldmember,"Jul 25, 2002",Comedy,"$63,000,000","$213,117,789",/movie/Austin-Powers-in-Goldmember#tab=summary
Austin Powers: International Man of Mystery,"May 2, 1997",Comedy,"$18,000,000","$53,883,989",/movie/Austin-Powers-International-Man-of-Mystery#tab=summary
Austin Powers: The Spy Who Shagged Me,"Jun 10, 1999",Comedy,"$35,000,000","$206,040,085",/movie/Austin-Powers-The-Spy-Who-Shagged-Me#tab=summary
Australia,"Nov 26, 2008",Drama,"$130,000,000","$49,554,002",/movie/Australia#tab=summary
Author! Author!,"Jun 18, 1982",Comedy, ,"$13,111,101",/movie/Author-Author#tab=summary
Authors Anonymous,"Apr 18, 2014",Comedy, ,$0,/movie/Authors-Anonymous#tab=summary
Auto Focus,"Oct 18, 2002",Drama,"$7,000,000","$2,062,066",/movie/Auto-Focus#tab=summary
Autobiografia lui Nicolae Ceausescu,"Sep 9, 2011",Documentary, ,"$32,889",/movie/Autobiografia-lui-Nicolae-Ceausescu#tab=summary
Autoerotic,"Jul 22, 2011",Drama, ,$0,/movie/Autoerotic#tab=summary
Automata,"Oct 10, 2014",Thriller/Suspense,"$15,000,000",$0,/movie/Automata#tab=summary
Automne,"Jun 9, 2006",Drama, ,"$12,655",/movie/Automne#tab=summary
Autopsy,"Mar 31, 2009",Horror, ,$0,/movie/Autopsy#tab=summary
Autoreiji,"Dec 2, 2011",Drama, ,"$44,745",/movie/Autoreiji#tab=summary
Autoreiji: Biyondo,"Jan 3, 2014",Action, ,"$3,878",/movie/Autoreiji-Biyondo#tab=summary
Autumn,"Dec 31, 2010",, ,$0,/movie/Autumn#tab=summary
Autumn Blood,"Sep 19, 2014",Drama, ,$0,/movie/Autumn-Blood#tab=summary
The Autumn Heart,"Sep 8, 2000",Drama, ,"$13,354",/movie/Autumn-Heart-The#tab=summary
Autumn in New York,"Aug 11, 2000",Drama,"$40,000,000","$37,752,931",/movie/Autumn-in-New-York#tab=summary
Ava & Lala,"Dec 31, 2014",, ,$0,/movie/Ava-and-Lala#tab=summary
Avalanche,"Sep 16, 2014",Action, ,$0,/movie/Avalanche#tab=summary
Les avaleuses,"Oct 16, 2012",Horror, ,$0,/movie/avaleues-Les#tab=summary
Avalon,"Oct 5, 1990",Drama, ,"$15,702,685",/movie/Avalon#tab=summary
Avan Ivan,"Dec 31, 2011",, ,$0,/movie/Avan-Ivan#tab=summary
Avant l'hiver,"Mar 7, 2014",Drama, ,"$53,970",/movie/Avant-l-hiver#tab=summary
Avant que j'oublie,"Jul 18, 2008",Drama, ,"$25,209",/movie/Avant-que-j-oublie#tab=summary
Avant que mon coeur bascule,"Nov 16, 2012",Documentary, ,"$15,753",/movie/Avant-que-mon-coeur-bascule#tab=summary
Avatar,"Dec 18, 2009",Action,"$425,000,000","$760,507,625",/movie/Avatar#tab=summary
Avatar 2,"Dec 31, 2016",Adventure, ,$0,/movie/Avatar-2#tab=summary
Avatar 3,"Dec 31, 2017",Action, ,$0,/movie/Avatar-3#tab=summary
Avatar 4,"Dec 31, 2018",Adventure, ,$0,/movie/Avatar-4#tab=summary
The Song of Sparrows,"Dec 31, 2008",, ,$0,/movie/Avaze-gonjeshk-ha#tab=summary
Avenged,"Dec 31, 2014",, ,$0,/movie/Avenged#tab=summary
Avengers: Age of Ultron,"May 1, 2015",Action, ,$0,/movie/Avengers-Age-of-Ultron#tab=summary
Avengers Confidential Black Widow & Punisher,"Mar 25, 2014",Action, ,$0,/movie/Avengers-Confidential-Black-Widow-and-Punisher#tab=summary
The Avengers,"Aug 14, 1998",Action,"$60,000,000","$23,385,416",/movie/Avengers-The#tab=summary
The Avengers,"May 4, 2012",Adventure,"$225,000,000","$623,279,547",/movie/Avengers-The-(2011)#tab=summary
Avenging Angel,"Jan 11, 1985",Action, ,"$5,622,787",/movie/Avenging-Angel#tab=summary
Avenging Force,"Sep 12, 1986",Action, ,"$4,679,650",/movie/Avenging-Force#tab=summary
Las aventuras de Tadeo Jones,"Aug 31, 2012",Adventure, ,$0,/movie/aventuras-de-Tadeo-Jones-Las#tab=summary
Les aventures extraordinaires d'Adèle Blanc-Sec,"Aug 13, 2013",Adventure, ,$0,/movie/aventures-extraordinaires-d-Adele-Blanc-Sec-Les#tab=summary
Avgust Vosmogo,"Dec 31, 2012",Action, ,$0,/movie/Avgust-Vosmogo#tab=summary
The Aviator,"Dec 17, 2004",Drama,"$110,000,000","$102,610,330",/movie/Aviator-The#tab=summary
The Aviator,"Mar 1, 1985",Adventure, ,"$287,195",/movie/Aviator-The-(1985)#tab=summary
Avis de mistral,"May 9, 2014",, ,"$191,839",/movie/Avis-de-mistral#tab=summary
L'avocat de la terreur,"Oct 12, 2007",Documentary, ,"$47,724",/movie/Avocat-de-la-terreur-L#tab=summary
Avon Man,"Dec 31, 2011",Comedy, ,$0,/movie/Avon-Man#tab=summary
AVP: Alien Vs. Predator,"Aug 13, 2004",Horror,"$70,000,000","$80,281,096",/movie/AVP-Alien-Vs-Predator#tab=summary
Awake,"Nov 30, 2007",Thriller/Suspense,"$8,600,000","$14,373,825",/movie/Awake#tab=summary
The Awakening,"Oct 31, 1980",Horror, ,"$8,415,112",/movie/Awakening-The#tab=summary
The Awakening,"Aug 17, 2012",Horror, ,"$95,933",/movie/Awakening-The-(2011)#tab=summary
Awakenings,"Dec 19, 1990",Drama, ,"$51,636,504",/movie/Awakenings#tab=summary
Away From Her,"May 4, 2007",Drama, ,"$4,548,331",/movie/Away-From-Her#tab=summary
Away We Go,"Jun 5, 2009",Comedy,"$21,000,000","$9,451,946",/movie/Away-We-Go#tab=summary
Awesome: I F%!#in' Shot That,"Mar 31, 2006",Concert/Performance, ,"$162,538",/movie/Awesome-I-F-in-Shot-That#tab=summary
Awful Nice,"Mar 7, 2014",Comedy, ,$0,/movie/Awful-Nice#tab=summary
An Awfully Big Adventure,"Jul 21, 1995",Drama, ,"$258,195",/movie/Awfully-Big-Adventure-An#tab=summary
AWOL,"Dec 31, 2011",, ,$0,/movie/AWOL#tab=summary
Axe Giant: The Wrath of Paul Bunyan,"May 31, 2013",Horror, ,"$2,498",/movie/Axe-Giant-The-Wrath-of-Paul-Bunyan#tab=summary
Axed,"Dec 31, 2012",Horror, ,$0,/movie/Axed#tab=summary
Axel: The Biggest Little Hero,"Dec 31, 2014",, ,$0,/movie/Axel-The-Biggest-Little-Hero#tab=summary
Ayn Rand: A Sense of Life,"Feb 13, 1998",Documentary, ,"$209,244",/movie/Ayn-Rand-A-Sense-of-Life#tab=summary
Ayn Rand and the Prophecy of Atlas Shrugged,"Apr 3, 2012",Documentary, ,$0,/movie/Ayn-Rand-and-the-Prophecy-of-Atlas-Shrugged#tab=summary
Ayurveda: Art of Being,"Jul 19, 2002",Documentary,"$300,000","$16,892",/movie/Ayurveda-Art-of-Being#tab=summary
